pid,majorcat,province,area,sex,age,a003,a010,a038,a039,a043,a045,a046,a048,a392,a116,a117,a140,a141,a144,a146,a158,a159,a160,a161,a162,d016,d020,d041,d042,d046,d048,d049,d051,d254,d106,d107,d130,d131,d134,d136,d144,d145,d146,d147,d148,f073,f074,h001,q001,q015,q016,q017,p001,year,Resign,First_Work,Admission,Graduation,Cur,Cur_Work_date,Start_Work1_date,End_Work1_date,Work_to_Cur,Start_to_End,ck
105295,3,2,8,2,25.083333333,,,,,,,,,,,,,,,,,,,,,3,8,1,2,3,3,1,3,1,5,45,3,3,3,3,1,2,1,1,1,3,3.2,1,2,4,4,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-07-01,2019-03-01,,20,0
105346,3,4,3,2,23.75,,,,,,,,,,,,,,,,,,,,,5,13,1,1,1,1,1,3,3,5,40,5,5,5,5,1,2,1,1,3,3,4.1,1,4,6,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-02-01,,11,0
105347,3,4,3,2,23.916666667,,,,,,,,,,,,,,,,,,,,,6,1,1,1,1,1,1,1,1,5,40,3,3,4,3,1,2,1,1,1,3,3.5,1,3,3,3,3,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2019-03-01,2019-05-01,,2,0
105418,3,5,6,2,24.416666667,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,1,1,1,1,5,40,5,4,3,2,1,2,1,1,1,2,3.1,2,4,5,5,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-07-01,,16,0
105423,3,5,12,2,24.833333333,,,,,,,,,,,,,,,,,,,,,4,8,2,1,2,1,2,2,2,5,40,5,5,5,3,1,3,1,1,1,3,3.8,2,5,7,7,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-08-01,,5,0
105551,3,5,6,2,23.75,,,,,,,,,,,,,,,,,,,,,5,6,2,2,2,2,2,2,2,5,40,3,3,3,4,1,2,1,1,1,3,4,2,4,6,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2019-03-01,2019-04-01,,1,0
105582,1,3,4,1,29.166666667,2,9,1,1,1,1,1,3,1,4,48,4,4,2,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,3,2.8,2,4,6,6,6,1,2018,0,1,2009-03-01,2018-02-28,2018-09-01,2015-10-01,,,35,,0
105590,1,1,1,1,26,,,,,,,,,,,,,,,,,,,,,8,1,2,2,2,2,2,2,2,5,20,3,4,3,4,2,2,2,2,2,2,3.3,1,4,5,6,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-03-01,,12,0
105599,1,1,1,2,25.916666667,,,,,,,,,,,,,,,,,,,,,6,1,1,1,1,1,2,1,1,5,40,3,3,1,2,1,3,1,1,1,3,3.3,2,3,3,3,3,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-08-01,2018-12-01,,4,0
105601,1,1,1,2,26.333333333,,,,,,,,,,,,,,,,,,,,,6,1,1,1,1,1,1,1,1,5,40,2,3,2,1,1,2,1,1,1,3,4.1,1,3,5,6,6,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-01-01,2019-07-01,,18,0
105603,1,1,1,2,26.083333333,,,,,,,,,,,,,,,,,,,,,9,1,1,1,1,1,1,1,3,5,25,3,3,1,1,1,2,1,1,1,3,3.7,1,2,2,2,2,1,2018,1,2,2012-03-01,2017-08-31,2018-09-01,,2018-04-01,2019-08-01,,16,0
105630,1,1,1,2,27.25,2,-1,1,1,1,1,1,1,1,5,40,3,3,2,2,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,2,3.7,1,3,3,5,4,1,2018,0,1,2011-03-01,2017-08-31,2018-09-01,2016-06-01,,,27,,0
105656,1,2,9,2,27.916666667,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,1,3,1,1,1,5,40,1,1,1,1,1,2,1,1,3,3,2.9,1,2,5,6,6,2,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-04-01,2018-10-01,,6,0
105676,1,2,8,2,25.666666667,,,,,,,,,,,,,,,,,,,,,2,1,1,1,3,2,1,1,1,5,40,4,4,1,2,1,3,1,1,1,3,3.4,1,2,3,5,4,1,2018,1,2,2012-03-01,2017-08-31,2018-09-01,,2017-02-01,2017-08-01,,6,0
105678,1,2,8,1,25.833333333,,,,,,,,,,,,,,,,,,,,,3,1,3,3,3,3,3,3,3,3,10,4,4,4,4,2,2,2,2,2,3,3.3,1,4,5,5,6,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-12-01,,9,0
105765,1,5,6,2,26.416666667,,,,,,,,,,,,,,,,,,,,,1,13,1,1,3,2,2,1,3,5,40,1,3,1,1,1,2,1,1,1,3,4.2,1,3,4,4,4,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2017-12-01,2018-07-01,,7,0
105797,1,1,1,2,25.333333333,,,,,,,,,,,,,,,,,,,,,-1,1,2,2,2,1,2,2,2,2,10,4,3,2,2,1,3,1,1,1,3,3.3,1,4,6,6,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-12-01,2019-07-01,,7,0
105821,1,3,10,1,28.5,,,,,,,,,,,,,,,,,,,,,7,8,2,2,2,2,2,2,2,5,40,2,2,2,3,2,2,2,2,2,3,3.9,2,4,4,3,4,1,2018,1,2,2010-03-01,2017-08-31,2018-09-01,,2017-04-01,2018-04-01,,12,0
105875,1,1,1,1,26.25,,,,,,,,,,,,,,,,,,,,,2,1,3,2,2,2,1,1,2,5,40,1,1,1,1,1,3,1,1,1,3,3.5,1,2,1,1,1,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2019-02-01,2019-04-01,,2,0
105930,1,3,4,2,23.916666667,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,1,1,2,5,40,3,4,4,4,2,2,2,2,2,3,3.4,1,4,5,5,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-04-01,,13,0
105964,1,4,14,2,25.083333333,1,-1,3,3,2,1,2,2,2,3,9,3,3,4,4,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,3,3.9,1,4,4,5,5,1,2018,0,1,2013-03-01,2018-02-28,2018-09-01,2014-10-01,,,47,,0
106062,1,1,1,1,30.833333333,,,,,,,,,,,,,,,,,,,,,7,1,2,2,2,2,2,2,2,5,40,3,3,2,2,1,2,1,1,1,3,4.3,2,5,6,6,5,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2018-07-01,2018-12-01,,5,0
106099,1,1,1,1,27.5,,,,,,,,,,,,,,,,,,,,,2,11,2,2,2,2,2,2,2,2,8,2,2,2,3,1,2,1,2,2,3,4.1,2,4,6,6,7,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-01-01,2018-05-01,,4,0
106206,1,4,2,2,25.166666667,,,,,,,,,,,,,,,,,,,,,6,2,1,2,2,2,2,2,2,5,40,4,4,3,3,1,2,1,1,1,3,4,1,4,5,5,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-02-01,,11,0
106319,1,3,10,2,24.833333333,,,,,,,,,,,,,,,,,,,,,8,8,1,1,1,1,1,1,1,5,40,3,3,1,2,1,2,1,1,1,3,3.9,1,2,3,5,5,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2018-05-01,2019-04-01,,11,0
106357,1,1,1,2,25.833333333,,,,,,,,,,,,,,,,,,,,,3,1,2,2,2,2,2,2,2,5,40,3,2,4,4,2,2,2,2,2,3,3.8,2,4,7,6,6,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-08-01,,5,0
106358,1,3,4,1,28.75,,,,,,,,,,,,,,,,,,,,,9,,1,1,1,1,1,1,1,6,52,4,4,3,3,1,3,1,1,1,3,4.2,1,4,5,5,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-11-01,2018-11-01,,12,0
106361,1,3,11,1,28.166666667,,,,,,,,,,,,,,,,,,,,,7,11,1,1,3,3,3,3,3,5,40,3,3,3,3,1,3,1,1,1,3,3.5,2,4,5,6,6,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-02-01,,11,0
106395,1,1,1,1,29.75,2,9,1,1,1,1,1,3,1,5,40,4,3,1,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.1,1,4,5,5,5,1,2018,0,1,2008-03-01,2018-02-28,2018-09-01,2015-07-01,,,38,,0
106556,1,1,1,2,25.083333333,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,1,1,1,1,1,5,40,2,2,2,2,1,3,1,1,1,3,3.8,1,4,5,6,4,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2018-01-01,2019-03-01,,14,0
106558,1,1,1,2,26.333333333,,,,,,,,,,,,,,,,,,,,,-1,1,2,2,2,2,2,2,2,3,15,3,3,2,3,2,2,2,2,2,3,3,1,3,5,6,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-06-01,2018-09-01,,3,0
106649,1,1,1,2,25.25,,,,,,,,,,,,,,,,,,,,,6,1,1,1,3,2,1,1,3,5,40,4,4,3,3,1,2,1,1,1,3,4.1,2,3,4,4,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-12-01,,9,0
106650,1,1,1,2,25.75,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,5,45,4,3,3,3,2,3,2,3,2,2,3.1,2,4,6,7,7,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-06-01,2019-01-01,,7,0
106706,1,4,14,2,24.416666667,,,,,,,,,,,,,,,,,,,,,6,3,3,3,3,2,2,3,3,3,27,3,3,2,3,2,2,3,3,3,3,4.3,1,5,7,7,7,1,2018,1,2,2014-03-01,2017-08-31,2018-09-01,,2017-09-01,2017-09-01,,0,0
106717,1,5,13,2,24.5,,,,,,,,,,,,,,,,,,,,,3,13,1,1,1,1,1,3,1,5,40,3,4,3,3,1,3,1,1,1,3,3.8,1,1,4,5,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-05-01,,14,0
106746,1,1,1,2,25.583333333,,,,,,,,,,,,,,,,,,,,,4,1,1,2,3,2,2,2,3,5,40,1,2,1,2,1,2,1,1,1,2,2.9,1,4,6,6,5,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-05-01,,3,0
106747,1,1,1,1,24.25,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,3,15,3,4,2,2,2,2,2,2,2,3,4.2,2,4,6,5,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-12-01,2019-01-01,,1,0
106766,1,2,9,1,26.25,,,,,,,,,,,,,,,,,,,,,3,1,1,1,3,3,1,3,3,5,45,3,2,3,2,1,3,1,1,1,3,2.2,2,3,4,5,5,1,2018,1,2,2012-03-01,2017-08-31,2018-09-01,,2018-12-01,2019-06-01,,6,0
106811,1,4,14,1,27,,,,,,,,,,,,,,,,,,,,,3,14,3,3,3,1,1,3,3,6,54,2,3,1,1,1,3,1,1,1,3,3.7,2,3,5,4,7,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2017-08-01,2018-01-01,,5,0
106824,1,4,14,2,23.666666667,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,3,3,3,3,5,25,2,2,1,1,2,2,2,2,2,3,3.5,1,3,1,1,2,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-04-01,,1,0
106860,1,5,13,2,24.083333333,,,,,,,,,,,,,,,,,,,,,7,13,1,1,2,2,2,2,2,5,40,2,2,3,3,1,3,1,1,1,3,3.6,2,5,7,7,7,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-02-01,,11,0
106879,1,1,1,1,27.75,1,3,3,3,3,3,3,3,3,1,6,4,4,3,4,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,2,3.6,1,3,5,6,4,1,2018,0,1,2011-03-01,2018-02-28,2018-09-01,2015-03-01,,,42,,0
106894,1,1,1,2,25.666666667,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,5,20,4,4,1,1,1,2,1,1,1,3,3.7,1,4,4,4,3,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-04-01,2018-06-01,,2,0
106926,1,1,1,2,23.666666667,1,-1,1,1,1,1,1,1,1,1,5,5,5,5,5,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,3,4.2,1,2,6,7,7,1,2018,0,1,2014-03-01,2018-02-28,2018-09-01,2016-08-01,,,25,,0
106930,1,2,9,1,27.916666667,2,8,1,1,1,1,1,3,1,5,40,4,3,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.1,1,3,5,5,5,1,2018,0,1,2010-03-01,2018-02-28,2018-09-01,2016-06-01,,,27,,0
106956,1,3,11,1,25.666666667,,,,,,,,,,,,,,,,,,,,,9,10,2,1,3,1,2,1,3,5,40,4,5,2,1,1,3,1,1,1,3,3.2,2,4,3,6,2,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-01-01,2018-06-01,,5,0
106976,1,4,14,2,24.75,,,,,,,,,,,,,,,,,,,,,3,3,1,2,2,2,2,2,2,5,45,4,4,1,1,1,2,1,1,1,3,3.9,1,4,7,7,7,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2017-09-01,2018-03-01,,6,0
107004,1,5,12,1,26,,,,,,,,,,,,,,,,,,,,,1,8,3,3,3,3,3,3,3,2,20,5,5,2,2,3,3,3,3,3,3,2.9,2,5,5,5,5,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2019-06-01,2019-07-01,,1,0
107018,1,1,1,2,23.583333333,,,,,,,,,,,,,,,,,,,,,6,1,1,1,1,1,1,1,1,5,40,3,3,1,2,1,3,1,1,3,3,3.3,1,3,4,5,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-01-01,2018-12-01,,11,0
107286,1,4,14,2,28.666666667,2,4,1,1,2,1,1,1,2,5,40,4,4,3,3,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,2,4.1,2,5,6,6,6,1,2018,0,1,2010-03-01,2018-02-28,2018-09-01,2014-11-01,,,46,,0
107296,1,4,2,1,27.666666667,,,,,,,,,,,,,,,,,,,,,7,7,1,1,1,1,1,1,1,6,54,3,3,1,1,1,2,1,1,1,3,3.7,1,3,2,4,4,1,2018,1,2,2010-03-01,2017-08-31,2018-09-01,,2018-03-01,2018-06-01,,3,0
107331,1,1,1,2,30.5,,,,,,,,,,,,,,,,,,,,,8,1,1,2,1,1,1,1,1,5,40,3,3,3,3,1,2,1,1,1,3,4.2,1,4,6,6,5,1,2018,1,2,2009-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-08-01,,6,0
107352,1,4,15,1,34.5,2,9,1,1,1,1,1,1,1,5,40,4,3,3,3,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3,1,3,5,6,5,2,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2015-05-01,,,40,,0
107367,2,1,1,1,28.333333333,,,,,,,,,,,,,,,,,,,,,8,1,1,1,1,2,1,3,1,5,40,3,3,4,4,1,3,1,1,1,2,3.9,2,3,4,5,4,1,2018,1,2,2010-03-01,2017-08-31,2018-09-01,,2017-09-01,2017-12-01,,3,0
107452,2,1,1,1,29.25,,,,,,,,,,,,,,,,,,,,,-1,8,2,2,2,2,2,2,2,5,15,2,3,1,1,2,2,2,2,2,3,3.4,1,5,7,6,3,1,2018,1,2,2009-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-06-01,,15,0
107541,2,2,9,1,26.666666667,,,,,,,,,,,,,,,,,,,,,-1,,2,2,2,2,2,2,2,6,60,3,3,3,4,3,3,3,3,3,3,3.8,2,5,7,7,7,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2017-12-01,2019-05-01,,17,0
107551,2,2,8,2,26.333333333,,,,,,,,,,,,,,,,,,,,,9,8,1,3,3,1,1,1,3,2,10,4,4,3,3,1,3,1,1,1,3,3.5,1,4,5,5,6,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2017-05-01,2018-08-01,,15,0
107559,2,2,8,1,29.333333333,2,9,1,1,1,1,1,1,1,5,48,4,4,4,5,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,2,4.2,2,5,6,5,6,1,2018,0,1,2009-03-01,2018-02-28,2018-09-01,2015-09-01,,,36,,0
107717,2,3,10,1,27.75,,,,,,,,,,,,,,,,,,,,,9,10,1,1,1,1,1,1,1,5,40,3,3,4,4,1,3,1,1,1,3,3.2,1,4,6,6,7,1,2018,1,2,2010-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-10-01,,8,0
107727,2,3,10,2,25.5,,,,,,,,,,,,,,,,,,,,,3,8,1,2,3,2,2,3,3,5,40,2,2,2,2,2,3,2,2,2,3,3.4,1,4,4,4,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-05-01,2019-04-01,,11,0
107782,2,4,14,1,27.583333333,,,,,,,,,,,,,,,,,,,,,1,7,2,2,2,2,2,2,2,4,24,3,3,1,1,2,2,2,2,2,3,3.1,1,4,4,3,3,1,2018,1,2,2010-03-01,2017-08-31,2018-09-01,,2018-09-01,2019-02-01,,5,0
107786,2,4,14,1,28.25,,,,,,,,,,,,,,,,,,,,,7,3,1,3,1,2,1,2,3,5,40,2,2,1,2,1,2,1,1,1,3,3,1,5,6,6,6,1,2018,1,2,2010-03-01,2017-08-31,2018-09-01,,2018-01-01,2018-03-01,,2,0
107803,2,4,14,2,25.166666667,,,,,,,,,,,,,,,,,,,,,7,14,1,1,1,1,1,1,1,5,40,2,4,4,5,1,3,1,1,1,3,3.5,1,5,7,7,7,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-01-01,,10,0
107938,2,5,12,1,31.5,,,,,,,,,,,,,,,,,,,,,4,16,1,1,2,2,2,1,2,5,50,2,2,1,2,1,2,1,1,1,2,3,2,4,3,3,3,1,2018,1,2,2007-03-01,2017-08-31,2018-09-01,,2017-09-01,2019-07-01,,22,0
107943,2,5,16,1,26.916666667,,,,,,,,,,,,,,,,,,,,,2,16,3,2,3,2,1,2,3,6,60,2,2,1,2,1,2,1,1,1,2,3.5,1,5,6,6,6,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2018-03-01,2018-09-01,,6,0
107962,2,1,1,2,25.333333333,,,,,,,,,,,,,,,,,,,,,7,1,1,1,1,1,1,1,1,5,40,4,2,1,1,1,2,1,1,1,3,4,2,2,3,6,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-01-01,2019-07-01,,18,0
107996,2,1,1,2,24.666666667,,,,,,,,,,,,,,,,,,,,,9,1,1,1,3,1,2,1,3,5,40,5,4,3,3,1,2,1,1,1,3,3.3,2,4,6,6,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-02-01,,11,0
108022,2,1,1,1,27.083333333,,,,,,,,,,,,,,,,,,,,,8,1,1,1,1,2,1,2,1,5,40,2,2,2,3,1,2,1,1,1,3,3.3,1,4,6,6,6,2,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-03-01,,13,0
108073,2,3,4,1,27.666666667,,,,,,,,,,,,,,,,,,,,,7,3,1,1,1,2,1,1,1,5,48,2,2,1,2,1,2,1,1,1,3,3.3,1,4,4,5,4,1,2018,1,2,2010-03-01,2018-02-28,2018-09-01,,2018-04-01,2019-03-01,,11,0
108106,2,4,14,2,29.25,2,9,1,1,1,1,1,3,1,5,40,4,4,1,1,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.5,2,5,5,5,5,2,2018,0,1,2009-03-01,2017-08-31,2018-09-01,2015-04-01,,,41,,0
108188,2,3,4,2,23.583333333,,,,,,,,,,,,,,,,,,,,,6,4,1,1,1,1,1,1,1,5,52,4,3,4,4,1,2,1,1,1,3,3.7,1,5,6,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-10-01,2019-07-01,,21,0
108248,2,1,1,1,32.416666667,,,,,,,,,,,,,,,,,,,,,5,1,2,1,2,2,2,3,2,5,40,3,3,4,5,1,2,1,2,2,2,3.5,2,4,4,4,4,1,2018,1,2,2006-03-01,2018-02-28,2018-09-01,,2019-01-01,2019-07-01,,6,0
108257,2,1,1,2,25.083333333,,,,,,,,,,,,,,,,,,,,,4,,1,1,3,1,2,2,3,4,40,4,4,4,4,1,3,1,1,1,3,3.7,1,4,5,6,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2017-12-01,2018-12-01,,12,0
108317,2,4,2,1,30.333333333,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,1,1,2,2,6,65,3,3,3,4,2,2,2,2,2,1,3.9,1,4,4,5,5,1,2018,1,2,2008-03-01,2017-08-31,2018-09-01,,2013-12-01,2018-02-01,,50,0
108319,2,4,2,2,25,,,,,,,,,,,,,,,,,,,,,1,15,2,2,2,2,2,2,2,3,18,3,3,2,3,2,2,2,2,2,3,3.5,1,4,5,5,5,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-10-01,,7,0
108379,2,3,4,1,28,,,,,,,,,,,,,,,,,,,,,-1,4,3,3,3,3,3,3,3,7,56,3,3,1,1,2,2,2,2,2,3,3.2,2,5,6,6,6,1,2018,1,2,2010-03-01,2018-02-28,2018-09-01,,2018-07-01,2018-08-01,,1,0
108410,2,3,10,1,31.833333333,,,,,,,,,,,,,,,,,,,,,1,10,2,2,2,2,2,2,2,6,48,3,3,2,2,2,2,2,2,2,3,3.5,1,4,6,6,5,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2019-01-01,2019-03-01,,2,0
108414,2,3,10,1,27.166666667,,,,,,,,,,,,,,,,,,,,,5,8,1,1,1,1,1,3,1,5,40,4,1,3,2,1,3,1,1,1,3,3.7,1,4,7,7,7,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2019-05-01,2019-07-01,,2,0
108416,2,4,15,1,29.25,,,,,,,,,,,,,,,,,,,,,6,14,1,1,3,1,1,1,1,6,48,3,3,1,1,1,2,1,1,3,3,2.9,1,3,4,7,7,1,2018,1,2,2009-03-01,2017-08-31,2018-09-01,,2017-09-01,2019-02-01,,17,0
108604,2,4,14,1,27.916666667,,,,,,,,,,,,,,,,,,,,,3,8,1,1,2,2,2,1,2,6,48,2,2,2,2,1,3,1,1,1,3,3.7,2,3,4,4,4,1,2018,1,2,2010-03-01,2017-08-31,2018-09-01,,2017-12-01,2019-01-01,,13,0
108708,2,1,1,2,26.25,,,,,,,,,,,,,,,,,,,,,2,1,3,3,3,3,3,3,3,5,35,4,5,5,3,3,3,3,3,3,3,3.8,2,4,6,7,7,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-06-01,,15,0
108758,2,1,1,2,27.25,,,,,,,,,,,,,,,,,,,,,4,1,1,1,1,1,1,1,1,5,40,4,4,4,4,2,2,1,1,1,3,3.3,1,3,7,7,7,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-04-01,2018-06-01,,2,0
108796,2,2,5,1,29.75,2,9,1,1,1,1,1,1,1,5,40,4,4,4,4,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3,1,2,4,6,5,1,2018,0,1,2009-03-01,2018-02-28,2018-09-01,2016-01-01,,,32,,0
108829,2,4,15,1,26.416666667,,,,,,,,,,,,,,,,,,,,,2,15,1,2,2,2,2,2,2,5,45,3,3,2,2,3,3,3,3,3,3,3.2,1,4,4,4,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-05-01,2019-05-01,,12,0
108965,2,2,8,2,28.333333333,,,,,,,,,,,,,,,,,,,,,-1,8,1,1,3,1,1,3,3,5,43,2,2,2,1,1,3,1,1,1,3,3,1,4,3,3,4,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2017-02-01,2019-02-01,,24,0
108988,2,3,11,1,32.583333333,1,6,1,1,1,1,1,1,1,5,20,3,3,4,3,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3,1,4,4,5,5,1,2018,0,1,2005-03-01,2018-02-28,2018-09-01,2015-10-01,,,35,,0
109003,2,3,11,2,24.166666667,2,5,1,1,1,1,1,1,1,5,40,5,5,1,3,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.6,1,2,5,5,5,1,2018,0,1,2014-03-01,2018-02-28,2018-09-01,2014-08-01,,,49,,0
109012,2,3,11,1,26.666666667,,,,,,,,,,,,,,,,,,,,,3,1,2,2,2,2,2,2,2,5,45,3,3,4,4,1,3,1,1,1,3,3.6,2,3,4,4,4,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-08-01,2018-12-01,,4,0
109040,2,4,15,2,25.583333333,,,,,,,,,,,,,,,,,,,,,1,15,3,3,3,3,1,3,3,5,30,5,5,1,3,3,3,3,3,3,3,3.8,1,2,4,6,6,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2016-04-01,2018-02-01,,22,0
109086,2,4,2,2,25.166666667,,,,,,,,,,,,,,,,,,,,,-1,2,1,1,1,2,1,2,1,5,40,3,3,4,4,1,2,1,1,1,3,3.9,1,4,5,5,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-04-01,,13,0
109097,2,4,2,2,24.166666667,,,,,,,,,,,,,,,,,,,,,-1,2,3,1,3,1,1,1,3,5,40,2,3,3,2,1,2,1,1,1,3,3.9,1,4,4,5,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-06-01,2018-12-01,,6,0
109104,2,5,6,2,23.916666667,,,,,,,,,,,,,,,,,,,,,1,6,2,2,2,2,1,2,2,2,8,2,3,1,1,2,2,2,2,2,3,3.8,1,2,5,6,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-07-01,2018-09-01,,2,0
109185,2,3,11,2,25.083333333,,,,,,,,,,,,,,,,,,,,,2,11,2,3,3,3,1,2,3,6,36,2,3,4,4,2,2,2,2,2,1,3,2,2,5,3,4,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2017-12-01,2018-10-01,,10,0
109194,2,4,2,1,27.083333333,,,,,,,,,,,,,,,,,,,,,8,2,2,1,3,2,1,1,3,5,35,5,5,4,3,2,2,2,2,2,3,3.9,2,5,5,6,5,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-02-01,,12,0
109202,2,4,7,1,26.666666667,,,,,,,,,,,,,,,,,,,,,-1,2,1,1,3,1,1,1,3,5,40,4,3,1,1,1,2,1,1,1,3,4.1,1,3,3,3,3,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-06-01,2019-01-01,,7,0
109215,2,2,8,2,24.916666667,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,1,1,3,3,2,8,5,5,1,1,3,3,3,3,3,3,3.9,2,3,6,7,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2017-05-01,2018-05-01,,12,0
109312,2,1,1,2,28.166666667,,,,,,,,,,,,,,,,,,,,,7,1,2,2,2,1,2,2,2,5,30,3,3,3,3,3,2,3,3,3,3,3,1,4,6,6,6,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2017-09-01,2018-02-01,,5,0
