pid,majorcat,province,area,sex,age,a003,a010,a038,a039,a043,a045,a046,a048,a392,a116,a117,a140,a141,a144,a146,a158,a159,a160,a161,a162,d016,d020,d041,d042,d046,d048,d049,d051,d254,d106,d107,d130,d131,d134,d136,d144,d145,d146,d147,d148,f073,f074,h001,q001,q015,q016,q017,p001,year,Resign,First_Work,Admission,Graduation,Cur,Cur_Work_date,Start_Work1_date,End_Work1_date,Work_to_Cur,Start_to_End,ck
714536,7,3,11,2,25.5,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,1,1,1,1,1,7,56,4,4,1,1,3,3,3,3,3,3,3.6,1,4,7,7,7,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-03-01,,1,0
714718,7,4,2,2,24.5,,,,,,,,,,,,,,,,,,,,,-1,2,3,3,3,1,3,3,3,4,24,2,2,2,1,3,3,3,3,3,3,3.5,1,3,3,3,3,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-07-01,2019-05-01,,22,0
714720,7,4,2,2,24.666666667,1,-1,2,2,2,2,2,2,2,2,10,3,4,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,3,3.8,2,3,4,4,4,1,2018,0,1,2013-03-01,2018-02-28,2018-09-01,2015-05-01,,,40,,0
714739,7,1,1,2,26.416666667,,,,,,,,,,,,,,,,,,,,,5,1,1,1,3,1,1,3,3,5,40,3,2,1,1,1,2,1,1,1,2,3.5,1,4,3,6,5,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2017-08-01,2018-06-01,,10,0
714819,7,1,1,1,30.416666667,,,,,,,,,,,,,,,,,,,,,-1,11,2,2,2,2,2,2,2,2,10,4,5,5,5,2,2,2,2,2,3,3.8,2,4,6,5,4,1,2018,1,2,2010-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-02-01,,12,0
714863,7,1,1,2,24.666666667,,,,,,,,,,,,,,,,,,,,,1,8,2,2,2,2,2,2,2,5,20,2,3,2,2,1,2,1,1,1,3,3.7,2,4,6,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-11-01,,8,0
900004,1,1,1,2,21.666666667,,,,,,,,,,,,,,,,,,,,,5,1,1,1,2,1,1,1,2,5,40,4,4,5,5,1,2,1,1,1,3,3.2,1,4,7,7,7,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-04-01,,13,0
900125,2,2,9,1,24.75,,,,,,,,,,,,,,,,,,,,,6,9,1,1,1,1,1,1,1,6,54,4,5,5,4,1,2,1,1,1,3,3.9,2,4,6,6,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2017-08-01,2019-07-01,,23,0
900174,2,2,8,2,22.333333333,,,,,,,,,,,,,,,,,,,,,2,1,1,1,3,1,1,1,3,3,15,1,2,3,3,2,2,2,2,2,3,4.3,2,4,6,6,6,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-03-01,,12,0
900412,2,4,2,2,22.083333333,1,2,2,2,2,2,2,2,2,2,14,5,5,3,4,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,3,4.4,1,5,7,7,7,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2016-02-01,,,31,,0
900748,2,4,3,2,21.833333333,,,,,,,,,,,,,,,,,,,,,-1,15,1,1,3,1,1,1,3,5,40,2,3,5,4,1,3,1,1,1,3,3.2,1,4,6,6,6,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-10-01,,8,0
900762,2,4,3,1,30,2,9,1,1,1,1,1,1,1,5,40,4,4,5,4,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,3,4,2,4,7,7,7,2,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2011-01-01,,,92,,0
901024,2,5,13,1,25.416666667,,,,,,,,,,,,,,,,,,,,,4,13,1,3,3,1,1,3,3,6,48,2,2,1,3,1,2,1,1,1,3,3.8,1,3,3,4,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-05-01,2019-04-01,,11,0
901065,3,2,8,2,25.833333333,2,3,1,1,1,1,1,1,1,5,40,4,4,5,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,3,4.2,2,4,7,7,7,1,2018,0,1,2017-03-01,2018-02-28,2018-09-01,2015-03-01,,,42,,0
901094,3,2,8,2,22.916666667,,,,,,,,,,,,,,,,,,,,,2,8,1,1,1,1,1,1,1,5,40,3,4,3,4,1,3,1,1,1,3,4.2,1,4,6,7,6,2,2018,1,2,2015-03-01,2018-02-28,2018-09-01,,2018-08-01,2018-12-01,,4,0
901130,3,4,15,2,26.166666667,2,4,1,1,1,1,1,1,1,5,40,4,5,5,5,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,2,4.1,2,4,5,5,5,1,2018,0,1,2017-03-01,2018-02-28,2018-09-01,2016-03-01,,,30,,0
901140,3,4,14,1,27,2,3,1,1,1,2,1,1,1,5,40,4,4,4,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,2,4.2,2,4,5,7,5,1,2018,0,1,2017-03-01,2018-02-28,2018-09-01,2011-04-01,,,89,,0
901177,3,5,6,2,27.666666667,,,,,,,,,,,,,,,,,,,,,4,6,1,3,3,2,1,3,3,5,40,2,2,4,4,1,2,1,1,1,3,4.2,1,4,6,6,6,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2017-12-01,2018-05-01,,5,0
901401,4,1,1,1,23.583333333,,,,,,,,,,,,,,,,,,,,,2,1,1,1,3,2,2,1,3,5,40,2,2,1,3,1,2,1,1,1,3,3,2,3,4,4,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-06-01,2019-06-01,,12,0
901452,4,2,8,1,28.583333333,2,-1,1,1,3,1,1,1,3,5,40,4,4,4,4,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.4,2,4,5,5,5,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2012-06-01,,,75,,0
901520,4,4,3,1,24.083333333,,,,,,,,,,,,,,,,,,,,,7,3,2,2,2,2,2,2,2,6,66,5,4,2,3,2,2,2,2,2,3,3.4,1,4,2,5,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-05-01,2018-09-01,,4,0
901649,4,4,2,1,25.833333333,,,,,,,,,,,,,,,,,,,,,-1,15,1,3,3,3,1,3,3,5,40,3,4,5,3,1,3,1,3,3,3,2,2,4,6,6,6,1,2018,1,2,2012-03-01,2017-08-31,2018-09-01,,2016-08-01,2018-04-01,,20,0
901666,4,5,6,1,30.416666667,2,9,1,1,3,1,1,1,3,7,40,4,4,4,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.4,2,5,6,7,6,2,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2011-10-01,,,83,,0
901757,4,4,2,1,26.5,,,,,,,,,,,,,,,,,,,,,2,2,1,2,3,2,1,2,3,6,60,2,2,4,2,1,3,1,1,1,3,4.1,1,4,6,6,6,1,2018,1,2,2015-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-05-01,,15,0
901970,4,3,10,1,24,,,,,,,,,,,,,,,,,,,,,-1,9,2,2,2,2,2,2,2,6,60,1,3,3,1,2,2,2,2,2,3,3,2,3,4,4,3,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-04-01,2019-04-01,,12,0
901978,4,4,3,1,24.916666667,,,,,,,,,,,,,,,,,,,,,1,3,2,2,2,2,2,2,2,5,50,1,3,2,2,2,2,2,2,2,3,3.8,1,3,4,2,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2017-10-01,2019-08-01,,22,0
902057,4,5,13,1,25.833333333,,,,,,,,,,,,,,,,,,,,,6,6,1,1,3,1,1,3,3,5,40,3,3,4,4,1,3,1,1,1,3,4.3,2,3,6,6,6,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-07-01,2019-02-01,,7,0
902089,4,2,9,1,27.416666667,,,,,,,,,,,,,,,,,,,,,9,1,1,3,3,1,1,3,3,5,40,2,2,1,2,1,2,1,1,1,3,4.2,1,3,3,5,5,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-10-01,2019-02-01,,4,0
902137,4,2,8,2,23.666666667,2,-1,1,1,1,1,1,1,1,5,40,4,4,4,4,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,1,3,2,3,6,5,5,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2014-08-01,,,49,,0
902230,4,5,6,1,24.25,,,,,,,,,,,,,,,,,,,,,1,8,2,2,2,1,1,2,2,5,20,4,4,4,4,2,2,2,2,2,3,4,2,4,6,7,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-05-01,2018-12-01,,7,0
902292,4,5,6,1,32.583333333,2,9,1,1,1,1,1,1,1,5,40,4,4,4,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,3,4.5,2,4,7,7,7,1,2018,0,1,2005-03-01,2018-02-28,2018-09-01,2016-02-01,,,31,,0
902398,5,2,8,2,26.5,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,3,1,1,2,3,5,40,4,4,3,4,1,2,1,1,1,3,3.4,2,5,6,7,6,1,2018,1,2,2012-03-01,2017-08-31,2018-09-01,,2017-10-01,2019-05-01,,19,0
902440,5,1,1,2,23.833333333,,,,,,,,,,,,,,,,,,,,,-1,8,1,1,3,1,1,1,3,5,40,3,3,4,4,1,2,1,1,1,3,3.9,2,5,6,7,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2019-01-01,2019-07-01,,6,0
902541,5,4,15,1,25.5,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,6,70,4,4,3,4,1,3,1,1,1,3,3.7,1,4,6,6,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-04-01,2019-01-01,,9,0
902601,5,5,12,1,27.416666667,,,,,,,,,,,,,,,,,,,,,-1,1,2,2,2,1,2,2,2,5,30,3,3,3,2,2,2,2,2,2,3,3.5,2,4,4,5,4,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-04-01,,2,0
902649,6,2,5,1,30.75,2,7,1,1,1,1,1,1,1,5,40,4,4,5,5,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.7,2,3,5,6,6,1,2018,0,1,2017-03-01,2018-02-28,2018-09-01,2016-01-01,,,32,,0
902844,6,3,4,1,27.416666667,2,6,1,1,1,1,1,1,1,5,40,4,4,4,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.5,2,3,5,5,5,1,2018,0,1,2012-03-01,2018-02-28,2018-09-01,2016-07-01,,,26,,0
902846,6,3,4,1,24.416666667,,,,,,,,,,,,,,,,,,,,,5,17,2,2,2,2,2,2,2,4,40,4,4,1,1,3,3,3,3,3,3,4.2,2,5,7,5,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-12-01,,9,0
902905,6,4,3,1,24.416666667,,,,,,,,,,,,,,,,,,,,,1,3,2,2,2,2,2,2,2,2,16,3,3,2,2,2,2,2,2,2,3,3.7,1,4,5,7,7,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-11-01,,8,0
903101,6,5,6,2,26.333333333,,,,,,,,,,,,,,,,,,,,,3,13,1,1,3,1,1,1,3,5,40,4,4,4,4,1,2,1,1,1,3,4.2,1,4,5,5,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-04-01,2018-04-01,,12,0
903169,6,4,3,2,23.083333333,,,,,,,,,,,,,,,,,,,,,2,14,1,3,3,2,1,2,3,5,40,4,4,3,4,1,2,1,1,3,3,3.7,1,4,5,5,5,1,2018,1,2,2015-03-01,2018-02-28,2018-09-01,,2018-05-01,2019-05-01,,12,0
903220,6,4,2,1,23.666666667,,,,,,,,,,,,,,,,,,,,,-1,2,1,1,1,1,1,2,1,4,36,5,5,3,2,1,2,1,1,1,3,3.5,2,5,6,7,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-11-01,2018-06-01,,7,0
903236,7,1,1,2,24.166666667,,,,,,,,,,,,,,,,,,,,,7,1,1,1,1,2,1,1,1,5,40,3,3,1,2,1,2,1,1,1,3,3.4,1,4,7,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-08-01,2019-08-01,,12,0
903305,7,1,1,2,22.5,,,,,,,,,,,,,,,,,,,,,2,1,1,1,3,1,1,1,3,5,40,4,4,3,4,1,2,1,1,1,3,3.6,2,5,6,6,6,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-07-01,,17,0
903323,7,2,8,2,24.5,,,,,,,,,,,,,,,,,,,,,1,8,2,2,2,1,2,2,2,2,12,3,3,2,2,2,2,2,2,2,3,4.1,1,3,4,4,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-08-01,2019-05-01,,9,0
903402,7,4,3,2,21.583333333,,,,,,,,,,,,,,,,,,,,,2,7,1,2,3,2,1,1,3,6,42,4,4,1,2,2,2,2,2,2,3,3.9,1,4,6,5,6,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-06-01,2019-07-01,,13,0
903409,7,1,1,1,26.416666667,,,,,,,,,,,,,,,,,,,,,-1,8,1,1,3,3,1,1,3,5,40,4,4,5,5,3,3,3,3,3,3,4.3,2,5,7,7,7,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-07-01,,5,0
903514,7,4,3,1,25.5,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,1,1,3,3,5,40,3,3,4,3,1,3,1,1,1,3,3.2,1,3,4,6,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-11-01,2019-01-01,,2,0
903524,7,4,2,1,26.25,1,1,2,2,2,2,2,2,2,4,50,4,4,2,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,3,4.2,2,5,5,6,6,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2015-08-01,,,37,,0
903527,7,4,2,2,22,,,,,,,,,,,,,,,,,,,,,1,15,1,1,3,1,1,1,3,5,25,3,3,3,4,2,2,2,2,2,3,4.1,1,4,4,4,4,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-06-01,2019-01-01,,7,0
903543,7,1,1,2,22,,,,,,,,,,,,,,,,,,,,,5,1,1,1,1,1,1,1,1,5,35,2,3,2,2,1,2,1,1,1,3,3.2,1,3,5,5,5,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-08-01,2019-08-01,,12,0
903568,7,2,8,2,29.416666667,,,,,,,,,,,,,,,,,,,,,3,1,1,1,3,1,1,1,3,5,40,4,4,3,2,1,3,1,1,1,3,4.3,1,4,6,5,4,1,2018,1,2,2017-03-01,2018-02-28,2018-09-01,,2018-04-01,2018-10-01,,6,0
903584,7,2,8,1,21,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,4,20,4,4,2,4,3,3,3,3,3,2,4,1,3,6,6,5,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-02-01,,11,0
903714,7,4,2,2,21.666666667,,,,,,,,,,,,,,,,,,,,,3,7,1,2,2,2,1,2,2,5,40,2,2,2,1,1,2,1,1,1,3,3,2,4,6,6,5,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-04-01,2018-09-01,,5,0
903886,7,2,8,2,26.666666667,1,1,1,1,1,3,1,1,1,4,24,4,4,4,5,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,2,4.2,2,3,5,5,5,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2014-03-01,,,54,,0
903947,3,1,1,2,23.583333333,,,,,,,,,,,,,,,,,,,,,5,1,1,1,1,1,1,1,1,5,40,4,4,4,4,1,2,1,1,1,3,3.5,1,2,5,6,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2019-04-01,2019-07-01,,3,0
903953,3,1,1,1,23.916666667,,,,,,,,,,,,,,,,,,,,,5,1,1,1,1,1,1,1,1,5,40,4,4,5,4,2,1,1,1,1,3,2.6,1,4,4,6,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-05-01,,2,0
904063,1,1,1,2,25.25,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,5,40,3,2,3,4,1,2,1,1,1,3,3,1,4,4,2,2,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-05-01,2018-10-01,,5,0
904080,1,1,1,1,24.083333333,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,4,16,3,4,3,4,1,3,1,1,1,3,3.8,1,2,3,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-02-01,,11,0
904084,1,1,1,1,27.75,,,,,,,,,,,,,,,,,,,,,-1,8,1,1,1,1,1,1,1,5,45,4,4,2,2,1,2,1,1,1,3,3.3,1,4,6,6,6,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2017-12-01,2019-02-01,,14,0
904090,1,1,1,2,25.833333333,,,,,,,,,,,,,,,,,,,,,-1,1,2,2,2,2,2,2,2,4,20,4,4,3,4,2,2,2,2,2,3,3.2,2,3,4,4,4,1,2018,1,2,2012-03-01,2017-08-31,2018-09-01,,2017-10-01,2018-05-01,,7,0
904270,1,3,4,1,27.666666667,,,,,,,,,,,,,,,,,,,,,-1,4,3,3,3,3,3,3,3,2,8,4,4,5,4,3,3,3,1,1,3,2.5,1,5,6,7,5,1,2018,1,2,2010-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-06-01,,4,0
904279,1,3,10,2,30.666666667,,,,,,,,,,,,,,,,,,,,,4,5,1,3,3,1,3,3,3,5,40,3,2,1,1,3,3,3,3,3,3,3,2,3,4,4,4,1,2018,1,2,2007-03-01,2017-08-31,2018-09-01,,2017-08-01,2017-09-01,,1,0
904336,1,1,1,2,26.5,,,,,,,,,,,,,,,,,,,,,2,5,1,1,3,3,1,1,3,5,40,4,4,3,3,1,3,1,1,1,3,3.8,1,4,5,6,5,1,2018,1,2,2012-03-01,2017-08-31,2018-09-01,,2018-09-01,2019-03-01,,6,0
904503,1,4,2,1,26.833333333,,,,,,,,,,,,,,,,,,,,,9,,1,2,2,2,2,2,2,6,60,3,3,2,4,1,3,1,1,1,3,3.7,2,4,4,4,4,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2017-09-01,2019-07-01,,22,0
904527,1,1,1,2,27.25,,,,,,,,,,,,,,,,,,,,,9,8,1,1,1,1,1,1,1,5,40,4,4,1,1,1,2,1,1,1,3,3.4,2,4,5,4,5,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-06-01,2019-06-01,,12,0
904667,1,4,2,2,29.583333333,,,,,,,,,,,,,,,,,,,,,4,1,2,2,2,2,2,1,2,5,40,4,5,4,2,3,3,3,3,3,1,3,1,3,5,6,7,2,2018,1,2,2008-03-01,2018-02-28,2018-09-01,,2016-08-01,2019-01-01,,29,0
904695,1,1,1,1,27.166666667,,,,,,,,,,,,,,,,,,,,,5,,1,1,3,1,1,1,3,5,40,3,3,1,3,1,2,1,1,1,3,3.5,1,3,5,5,5,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-10-01,,8,0
904703,1,1,1,2,26.583333333,,,,,,,,,,,,,,,,,,,,,1,11,2,2,2,2,2,2,2,5,25,3,4,1,2,2,2,2,2,2,3,4.2,2,3,2,3,4,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-10-01,,7,0
904757,1,1,1,2,26.333333333,,,,,,,,,,,,,,,,,,,,,-1,1,2,2,2,2,2,2,2,3,12,1,4,1,1,2,2,2,2,2,3,3.2,1,4,4,4,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-07-01,,5,0
904800,1,4,14,2,26.75,,,,,,,,,,,,,,,,,,,,,5,3,1,1,1,1,1,1,1,5,40,3,3,1,1,1,2,1,1,1,3,3.4,1,4,7,5,4,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-10-01,,7,0
904868,1,5,12,1,24.583333333,,,,,,,,,,,,,,,,,,,,,-1,13,3,3,3,3,3,3,3,5,30,3,3,2,1,3,3,3,3,3,3,2.9,1,2,1,1,1,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-09-01,,6,0
904872,1,1,1,1,27,,,,,,,,,,,,,,,,,,,,,1,,2,2,2,2,2,2,2,2,10,2,2,5,5,2,2,2,2,2,3,3.5,1,1,4,4,4,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-08-01,2019-08-01,,12,0
904885,1,1,1,1,27,1,5,2,2,2,1,2,2,2,2,12,4,4,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,3,3.8,1,5,6,5,6,1,2018,0,1,2012-03-01,2018-02-28,2018-09-01,2016-03-01,,,30,,0
904914,1,1,1,1,29.75,2,7,1,1,1,1,1,1,1,5,40,4,2,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.3,1,4,6,6,6,2,2018,0,1,2009-03-01,2017-08-31,2018-09-01,2016-08-01,,,25,,0
904918,1,1,1,1,28.166666667,2,9,1,1,1,1,1,2,1,5,40,3,3,2,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.2,1,4,5,6,5,1,2018,0,1,2010-03-01,2018-02-28,2018-09-01,2016-02-01,,,31,,0
904940,1,2,8,1,29.333333333,,,,,,,,,,,,,,,,,,,,,1,16,3,3,3,3,3,3,3,3,21,4,4,1,1,2,2,2,2,2,1,3.9,1,5,7,7,7,1,2018,1,2,2009-03-01,2018-02-28,2018-09-01,,2019-03-01,2019-06-01,,3,0
904976,1,4,3,2,25.5,,,,,,,,,,,,,,,,,,,,,-1,,2,2,2,2,2,2,2,5,30,3,3,3,2,2,2,2,2,2,2,3,1,3,4,4,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-06-01,2018-08-01,,2,0
905249,1,4,15,1,27.333333333,,,,,,,,,,,,,,,,,,,,,5,14,1,1,3,1,1,1,3,5,40,5,5,3,3,1,2,1,1,1,3,3.2,1,5,7,7,7,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-12-01,2019-01-01,,1,0
905431,2,2,9,1,29.583333333,2,9,1,1,1,1,1,3,1,5,40,4,4,3,4,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.8,2,3,6,6,6,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2011-07-01,,,86,,0
905563,2,3,17,1,27,,,,,,,,,,,,,,,,,,,,,4,17,1,1,3,1,1,3,3,5,40,1,3,1,2,1,2,1,1,1,3,4.2,2,4,6,5,6,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-06-01,2018-07-01,,1,0
905651,2,4,15,2,26.083333333,,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,2,2,2,2,7,21,3,3,1,2,2,2,2,2,2,3,3.8,2,4,4,4,3,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2017-08-01,2018-07-01,,11,0
905842,2,5,16,1,26.75,,,,,,,,,,,,,,,,,,,,,-1,16,3,3,3,3,3,3,3,2,7,3,3,3,3,3,3,3,3,3,3,4.1,1,5,5,5,5,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-12-01,,9,0
905950,2,2,8,1,25.916666667,,,,,,,,,,,,,,,,,,,,,9,8,1,2,2,1,1,2,2,5,35,4,3,2,1,1,3,1,1,1,3,3,1,1,1,1,1,1,2018,1,2,2015-03-01,2017-08-31,2018-09-01,,2018-09-01,2019-03-01,,6,0
906002,2,4,15,1,27.416666667,,,,,,,,,,,,,,,,,,,,,9,2,1,1,1,1,1,1,1,6,60,2,3,2,1,1,2,1,1,1,3,3.8,1,4,5,3,4,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-08-01,2018-11-01,,3,0
906050,2,5,13,2,23.916666667,,,,,,,,,,,,,,,,,,,,,8,6,1,2,2,2,2,2,2,5,40,3,3,4,4,1,2,1,1,1,3,3.6,2,4,6,5,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-07-01,,16,0
906127,2,5,6,2,23.583333333,,,,,,,,,,,,,,,,,,,,,7,6,1,3,3,1,1,2,3,5,40,3,3,5,5,1,2,1,1,1,3,4.2,2,5,4,4,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-08-01,2018-11-01,,3,0
906159,2,2,9,2,24.916666667,,,,,,,,,,,,,,,,,,,,,8,1,1,1,3,1,1,1,3,5,40,3,4,3,4,1,2,1,1,1,3,3.5,2,4,7,6,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2019-01-01,2019-07-01,,6,0
906282,2,3,4,2,28.75,2,-1,1,1,1,1,3,1,1,5,40,3,2,5,5,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,3,3.2,2,3,5,5,4,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2012-12-01,,,69,,0
906381,2,5,12,2,25.083333333,,,,,,,,,,,,,,,,,,,,,2,12,2,2,2,2,2,2,2,5,30,3,3,1,1,2,2,2,2,2,3,3.8,1,4,5,5,5,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-09-01,,6,0
906689,2,4,15,2,25.75,,,,,,,,,,,,,,,,,,,,,3,2,1,1,1,1,1,2,1,5,43,3,3,2,3,1,3,1,1,1,3,3.8,1,4,4,6,5,1,2018,1,2,2012-03-01,2017-08-31,2018-09-01,,2018-11-01,2019-05-01,,6,0
906767,2,1,1,2,24.5,,,,,,,,,,,,,,,,,,,,,-1,8,3,2,3,2,2,3,3,3,20,3,4,3,3,3,3,3,1,3,3,2.9,2,4,5,5,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-02-01,,11,0
906799,2,2,8,2,25.75,,,,,,,,,,,,,,,,,,,,,1,15,2,2,2,2,2,2,2,3,12,4,4,1,1,2,2,2,2,2,3,3.8,1,5,6,6,6,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-06-01,,3,0
906895,2,3,10,2,23.666666667,,,,,,,,,,,,,,,,,,,,,2,10,1,3,3,2,1,1,3,5,40,2,3,4,2,1,2,1,1,1,3,4.3,2,2,4,4,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-02-01,,11,0
906963,2,4,2,1,28,,,,,,,,,,,,,,,,,,,,,3,8,1,2,3,1,2,1,3,5,40,3,4,1,1,1,2,1,1,1,3,3.7,1,3,2,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-07-01,2019-07-01,,12,0
907082,2,1,1,2,26.583333333,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,32,4,4,1,2,1,3,1,1,1,3,3.4,1,4,5,5,3,1,2018,1,2,2012-03-01,2017-08-31,2018-09-01,,2017-08-01,2018-12-01,,16,0
907253,2,1,1,2,25.416666667,,,,,,,,,,,,,,,,,,,,,-1,5,1,1,2,1,2,1,3,2,11,4,3,1,1,1,2,1,1,1,3,3,1,5,6,5,6,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2019-05-01,2019-08-01,,3,0
